Port_Lincoln	isLocatedIn Australia
Inverness_Airport	isLocatedIn	Inverness
Mońki_County	isLocatedIn	Podlaskie_Voivodeship
Ronald_Sinclair	hasGender	male
Alliance_'90/The_Greens	isLocatedIn	Leipzig
Biro-Biro	isAffiliatedTo	Sport_Club_Corinthians_Paulista
Biro-Biro	playsFor	Paulista_Futebol_Clube
Biro-Biro	hasGender	male
César_Azpilicueta	isAffiliatedTo	Spain_national_under-17_football_team
César_Azpilicueta	playsFor	Spain_national_under-16_football_team
Darchula_District	isLocatedIn	Mahakali_Zone
Sinop_Province	isLocatedIn	Black_Sea_Turkey
Granada_C.F.	isLocatedIn	Granada
Gmina_Jutrosin	isLocatedIn	Rawicz_County
Jasper_County,_Iowa	isLocatedIn	Iowa
Paul_Caligiuri	playsFor	LA_Galaxy
Paul_Caligiuri	isAffiliatedTo	UCLA_Bruins
Paul_Caligiuri	hasGender	male
Paul_Caligiuri	wasBornIn	Westminster,_California
Griffith,_New_South_Wales	isLocatedIn	Melbourne
Patrick_Boyle_(footballer)	hasGender	male
Patrick_Boyle_(footballer)	playsFor	Dumbarton_F.C.
Patrick_Boyle_(footballer)	isAffiliatedTo	Partick_Thistle_F.C.
Patrick_Boyle_(footballer)	wasBornIn	Glasgow
Spike_Lee	graduatedFrom	New_York_University
Spike_Lee	hasWonPrize	Primetime_Emmy_Award
Spike_Lee	directed	All_the_Invisible_Children
Spike_Lee	hasGender	male
Spike_Lee	livesIn	New_York_City
Shymkent_International_Airport	isLocatedIn	Shymkent
Shymkent_International_Airport	isConnectedTo	Almaty_International_Airport
Gmina_Siewierz	isLocatedIn	Silesian_Voivodeship
Qeshm_County	isLocatedIn	Hormozgan_Province
Artem_Savin	isAffiliatedTo	FC_Metalurh-2_Donetsk
Artem_Savin	playsFor	FC_Zorya_Luhansk
Artem_Savin	wasBornIn	Luhansk
Austria	dealsWith	Italy
Austria	exports	wordnet_fabric_103309808
Austria	imports	wordnet_chemical_114806838
Austria	hasOfficialLanguage	German_language
Austria	owns	European_Space_Agency
Austria	isLocatedIn	Europe
Austria	participatedIn	War_in_Afghanistan_(2001–present)
Austria	hasCapital	Vienna
Austria	hasWonPrize	Erasmus_Prize
Robert_B._Parker	hasGender	male
Robert_B._Parker	influences	Peter_David
Robert_B._Parker	hasWonPrize	Shamus_Award
Robert_B._Parker	graduatedFrom	Boston_University
Robert_B._Parker	wasBornIn	Springfield,_Massachusetts
Robert_B._Parker	diedIn	Cambridge,_Massachusetts
Robert_B._Parker	isCitizenOf	United_States
Delfim_Teixeira	isAffiliatedTo	Moreirense_F.C.
Delfim_Teixeira	playsFor	Boavista_F.C.
Delfim_Teixeira	hasGender	male
Minas_Gerais	hasCapital	Belo_Horizonte
Minas_Gerais	isLocatedIn	Belo_Horizonte
Grudziądz	isLocatedIn	Gmina_Grudziądz
A_Midsummer_Night's_Dream_(1999_film)	isLocatedIn	United_States
New_Milford,_Connecticut	isLocatedIn	Connecticut
Gonzalo_de_los_Santos	playsFor	CP_Mérida
Gonzalo_de_los_Santos	isAffiliatedTo	Peñarol
Adriano_Munoz	isAffiliatedTo	AC_Allianssi
Adriano_Munoz	playsFor	Palloseura_Kemi_Kings
Jackson_County,_Minnesota	isLocatedIn	Minnesota
Amasya	isLocatedIn	Turkey
Pininfarina	isLocatedIn	Turin
Cory_Carr	isAffiliatedTo	Élan_Béarnais_Pau-Orthez
Cory_Carr	hasGender	male
Republic_of_Ireland	dealsWith	United_States
Republic_of_Ireland	exports	wordnet_chemical_114806838
Republic_of_Ireland	participatedIn	International_Force_for_East_Timor
Republic_of_Ireland	imports	wordnet_chemical_114806838
Republic_of_Ireland	hasOfficialLanguage	English_language
Republic_of_Ireland	hasCurrency	Euro_sign
Republic_of_Ireland	hasCapital	Dublin
Nello_Russo	isAffiliatedTo	Calcio_Lecco_1912
Nello_Russo	hasGender	male
Nello_Russo	playsFor	U.C._AlbinoLeffe
Gmina_Sadowne	isLocatedIn	Masovian_Voivodeship
New_Hanover_County,_North_Carolina	isLocatedIn	North_Carolina
Lenny_Kravitz	hasMusicalRole	wordnet_sitar_104224842
Lenny_Kravitz	hasWonPrize	Grammy_Award
Lenny_Kravitz	wasBornIn	New_York_City
Lenny_Kravitz	hasGender	male
Saudi_detainees_at_Guantanamo_Bay	playsFor	FC_Sion
Saudi_detainees_at_Guantanamo_Bay	hasGender	male
Nuno_Claro	isAffiliatedTo	Gondomar_S.C.
Nuno_Claro	wasBornIn	Tondela
Nuno_Claro	playsFor	F.C._Paços_de_Ferreira
Nuno_Claro	hasGender	male
Jacques-Louis_David	hasWonPrize	Legion_of_Honour
Jacques-Louis_David	wasBornIn	Paris
Mödling	isLocatedIn	Mödling_District
Łosice_County	isLocatedIn	Mazowieckie
Albert_Burditt	isAffiliatedTo	Baloncesto_Superior_Nacional
Albert_Burditt	wasBornIn	Austin,_Texas
Albert_Burditt	hasGender	male
Tony_Hatzis	playsFor	North_Eastern_MetroStars
Tony_Hatzis	isAffiliatedTo	Campbelltown_City_SC
Tony_Hatzis	hasGender	male
Tony_Hatzis	wasBornIn	Adelaide
Gmina_Przemęt	isLocatedIn	Greater_Poland_Voivodeship
Miami_International_Airport	isConnectedTo	Düsseldorf_Airport
Augustine_Ahinful	isAffiliatedTo	U.D._Leiria
Augustine_Ahinful	playsFor	Grasshopper_Club_Zürich
Augustine_Ahinful	hasGender	male
Augustine_Ahinful	wasBornIn	Accra
Caner_Erkin	playsFor	Fenerbahçe_S.K._(football)
Caner_Erkin	isAffiliatedTo	Galatasaray_S.K._(football)
Caner_Erkin	hasGender	male
Mala_Sinha	hasGender	female
Mala_Sinha	wasBornIn	Kolkata
Trevor_Hockey	playsFor	San_Jose_Earthquakes_(1974–88)
Trevor_Hockey	isAffiliatedTo	Athlone_Town_A.F.C.
Trevor_Hockey	diedIn	Keighley
Trevor_Hockey	wasBornIn	Keighley
Agadir–Al_Massira_Airport	isLocatedIn	Agadir
East_Boston	isLocatedIn	Massachusetts
Croydon	isLocatedIn	London
Vasil_Khamutowski	isAffiliatedTo	FC_Petrolul_Ploiești
Vasil_Khamutowski	playsFor	FC_Amkar_Perm
Vasil_Khamutowski	hasGender	male
Jesper_Christiansen	playsFor	Viborg_FF
Jesper_Christiansen	isAffiliatedTo	Rangers_F.C.
Jesper_Christiansen	hasGender	male
Gmina_Borowie	isLocatedIn	Masovian_Voivodeship
David_Coulibaly	isAffiliatedTo	L.B._Châteauroux
David_Coulibaly	playsFor	Grenoble_Foot_38
David_Coulibaly	hasGender	male
David_Coulibaly	wasBornIn	Roubaix
Kikki_Danielsson	hasGender	female
Yacouba_Bamba	isAffiliatedTo	Yverdon-Sport_FC
Yacouba_Bamba	wasBornIn	Abidjan
Yacouba_Bamba	playsFor	FC_Wil_1900
Yacouba_Bamba	hasGender	male
Gonzalo_Martínez	playsFor	Atlético_Huila
Gonzalo_Martínez	isAffiliatedTo	Deportes_Tolima
Gonzalo_Martínez	hasGender	male
Jorge_Luiz_dos_Santos_Dias	isAffiliatedTo	FC_Dynamo_Moscow
Jorge_Luiz_dos_Santos_Dias	playsFor	Varzim_S.C.
Alan_Main	isAffiliatedTo	Livingston_F.C.
Alan_Main	playsFor	Rangers_F.C.
Alan_Main	wasBornIn	Elgin,_Moray
Alan_Main	hasGender	male
Sahiwal_District	isLocatedIn	Pakistan
Helsingborg	isLocatedIn	Helsingborg_Municipality
Jackie_Gleason	hasWonPrize	Tony_Award
Jackie_Gleason	hasGender	male
Dino_Maamria	isAffiliatedTo	Stevenage_F.C.
Dino_Maamria	playsFor	AS_Marsa
Dino_Maamria	hasGender	male
Harvard_Medical_School	isLocatedIn	United_States
Binghamton_University	isLocatedIn	Binghamton,_New_York
Rimouski	isLocatedIn	Bas-Saint-Laurent
Bible_Broadcasting_Network	isLocatedIn	Charlotte,_North_Carolina
Douglas_Engelbart	hasWonPrize	Turing_Award
Douglas_Engelbart	worksAt	SRI_International
Douglas_Engelbart	hasGender	male
Douglas_Engelbart	diedIn	Atherton,_California
Douglas_Engelbart	isCitizenOf	United_States
Douglas_Engelbart	graduatedFrom	Oregon_State_University
Douglas_Engelbart	wasBornIn	Portland,_Oregon
Douglas_Engelbart	livesIn	Atherton,_California
Davide_Saverino	isAffiliatedTo	A.S._Livorno_Calcio
Davide_Saverino	wasBornIn	Milan
Davide_Saverino	playsFor	A.C.D._Treviso_2013
Davide_Saverino	hasGender	male
Activision	isLocatedIn	Santa_Monica
Kloten_Flyers	isLocatedIn	Switzerland
Xenia,_Ohio	isLocatedIn	Greene_County,_Ohio
Dave_Rogers_(footballer)	playsFor	Derry_City_F.C.
Dave_Rogers_(footballer)	isAffiliatedTo	Cork_City_F.C.
Dave_Rogers_(footballer)	hasGender	male
Dave_Rogers_(footballer)	wasBornIn	Liverpool
Carsten_Nulle	playsFor	Rot-Weiß_Oberhausen
Carsten_Nulle	isAffiliatedTo	Fortuna_Düsseldorf
Francisco_Javier_Rodríguez_Vílchez	playsFor	Valencia_CF_Mestalla
Francisco_Javier_Rodríguez_Vílchez	isAffiliatedTo	RCD_Espanyol
Francisco_Javier_Rodríguez_Vílchez	wasBornIn	Almería
Chris_Corchiani	isAffiliatedTo	Lega_Basket_Serie_A
Chris_Corchiani	wasBornIn	Coral_Gables,_Florida
William_Friedkin	hasWonPrize	Golden_Globe_Award
William_Friedkin	hasGender	male
William_Friedkin	wasBornIn	Chicago
William_Friedkin	isMarriedTo	Jeanne_Moreau
Paul_Wall	hasGender	male
Paul_Wall	wasBornIn	Houston
Anbarabad_County	isLocatedIn	Kerman_Province
Zlatibor_District	isLocatedIn	Nova_Varoš
Glacier_National_Park_(U.S.)	isLocatedIn	Flathead_County,_Montana
Udine	isLocatedIn	Friuli-Venezia_Giulia
Josip_Tadić	isAffiliatedTo	Croatia_national_under-21_football_team
Josip_Tadić	playsFor	Bayer_04_Leverkusen_II
Josip_Tadić	hasGender	male
Gmina_Izbica_Kujawska	isLocatedIn	Włocławek_County
Leigh_Harline	wasBornIn	Salt_Lake_City
Leigh_Harline	diedIn	Long_Beach,_California
Leigh_Harline	hasGender	male
Chien-Shiung_Wu	hasGender	female
Chien-Shiung_Wu	worksAt	Smith_College
Chien-Shiung_Wu	isCitizenOf	Taiwan
Chien-Shiung_Wu	graduatedFrom	University_of_California,_Berkeley
Chien-Shiung_Wu	hasWonPrize	Wolf_Prize_in_Physics
Chien-Shiung_Wu	wasBornIn	Shanghai
Albert_Einstein	influences	David_Bohm
Albert_Einstein	worksAt	ETH_Zurich
Albert_Einstein	graduatedFrom	ETH_Zurich
Albert_Einstein	hasWonPrize	Copley_Medal
Albert_Einstein	isCitizenOf	Austria-Hungary
Albert_Einstein	wasBornIn	Ulm
Oktay_Derelioğlu	isAffiliatedTo	UD_Las_Palmas
Oktay_Derelioğlu	playsFor	İstanbulspor_A.Ş.
Oktay_Derelioğlu	wasBornIn	Istanbul
Oktay_Derelioğlu	hasGender	male
Mustapha_Sama	isAffiliatedTo	Persija_Jakarta
Mustapha_Sama	playsFor	Sierra_Leone_national_football_team
Mustapha_Sama	wasBornIn	Freetown
Mustapha_Sama	hasGender	male
Tadahiro_Akiba	hasGender	male
Tadahiro_Akiba	playsFor	Japan_national_under-20_football_team
Tadahiro_Akiba	isAffiliatedTo	SC_Sagamihara
Gerardo_García_León	isAffiliatedTo	Real_Madrid_Castilla
Gerardo_García_León	playsFor	Real_Madrid_Castilla
Gerardo_García_León	hasGender	male
Gerardo_García_León	wasBornIn	Seville
Gary_King_(footballer)	playsFor	Boston_United_F.C.
Gary_King_(footballer)	isAffiliatedTo	Spalding_United_F.C.
Gary_King_(footballer)	wasBornIn	Grimsby
Gary_King_(footballer)	hasGender	male
Barnes_County,_North_Dakota	isLocatedIn	North_Dakota
Maule_Region	isLocatedIn	Chile
Charles_University_in_Prague	isLocatedIn	Czech_Republic
Richard_Wright_(footballer)	isAffiliatedTo	Everton_F.C.
Richard_Wright_(footballer)	playsFor	Southampton_F.C.
Richard_Wright_(footballer)	wasBornIn	Ipswich
Matosinhos	isLocatedIn	Portugal
Franz_Josef_Land	isLocatedIn	Russia
Norway	hasCapital	Oslo
Norway	dealsWith	France
Norway	participatedIn	Operation_Enduring_Freedom
Norway	isLocatedIn	Europe
Norway	imports	wordnet_foodstuff_107566340
Norway	owns	European_Space_Agency
Norway	exports	wordnet_fish_102512053
Sarnia	isLocatedIn	Canada
Margaret_Weis	isCitizenOf	United_States
Margaret_Weis	wasBornIn	Independence,_Missouri
Boucle_du_Mouhoun_Region	isLocatedIn	Burkina_Faso
Richard_Harris	diedIn	London
Richard_Harris	hasWonPrize	Grammy_Award
Richard_Harris	actedIn	Harry_Potter_(film_series)
Richard_Hofstadter	graduatedFrom	University_at_Buffalo,_The_State_University_of_New_York
Richard_Hofstadter	hasWonPrize	Pulitzer_Prize_for_History
Richard_Hofstadter	diedIn	New_York_City
Richard_Hofstadter	hasGender	male
Richard_Hofstadter	worksAt	Columbia_University
Richard_Hofstadter	influences	Christopher_Hitchens
Richard_Hofstadter	wasBornIn	Buffalo,_New_York
Guido_Gorges	playsFor	SV_Wehen_Wiesbaden
Guido_Gorges	isAffiliatedTo	FV_Dresden_06
Guido_Gorges	hasGender	male
Nishinomiya	isLocatedIn	Honshu
Derek_Bellotti	playsFor	Charlton_Athletic_F.C.
Derek_Bellotti	isAffiliatedTo	Maidstone_United_F.C.
Derek_Bellotti	hasGender	male
Derek_Bellotti	wasBornIn	London
Dennis_William_Sciama	diedIn	Oxford
Dennis_William_Sciama	wasBornIn	Manchester
Dennis_William_Sciama	graduatedFrom	University_of_Cambridge
Dennis_William_Sciama	hasAcademicAdvisor	Paul_Dirac
Dennis_William_Sciama	livesIn	Italy
Dennis_William_Sciama	hasWonPrize	Faraday_Medal
Dennis_William_Sciama	isCitizenOf	United_Kingdom
Dennis_William_Sciama	hasGender	male
Graham_Gartland	playsFor	Drogheda_United_F.C.
Graham_Gartland	isAffiliatedTo	Shelbourne_F.C.
Graham_Gartland	hasGender	male
Graham_Gartland	wasBornIn	Dublin
Speyer	isLocatedIn	Rhineland-Palatinate
Martin_Clark_(footballer,_born_1968)	playsFor	Mansfield_Town_F.C.
Martin_Clark_(footballer,_born_1968)	hasGender	male
Martin_Clark_(footballer,_born_1968)	isAffiliatedTo	Hamilton_Academical_F.C.
Martin_Clark_(footballer,_born_1968)	wasBornIn	Motherwell
Epirus_(region)	isLocatedIn	Greece
Bassano_Virtus_55_S.T.	isLocatedIn	Bassano_del_Grappa
CD_San_Roque_de_Lepe	isLocatedIn	Andalusia
Glasgow_Warriors	isLocatedIn	Scotland
Xisco_Nadal	playsFor	Spain_national_under-17_football_team
Xisco_Nadal	isAffiliatedTo	Levante_UD
Xisco_Nadal	hasGender	male
Heinrich_Heine	wasBornIn	Düsseldorf
Heinrich_Heine	diedIn	Paris
Heinrich_Heine	influences	Matthew_Arnold
Heinrich_Heine	graduatedFrom	University_of_Bonn
Heinrich_Heine	hasGender	male
Andy_Turner_(footballer)	isAffiliatedTo	Kettering_Town_F.C.
Andy_Turner_(footballer)	playsFor	Northampton_Town_F.C.
Andy_Turner_(footballer)	hasGender	male
José_María_Buljubasich	playsFor	CD_Tenerife
José_María_Buljubasich	isAffiliatedTo	Los_Andes_de_Lomas_de_Zamora
José_María_Buljubasich	hasGender	male
Mike_Fox_(soccer)	hasGender	male
Mike_Fox_(soccer)	playsFor	Wichita_Wings
Mike_Fox_(soccer)	isAffiliatedTo	Milwaukee_Wave
Mike_Fox_(soccer)	wasBornIn	Covina,_California
Sjenica	isLocatedIn	Zlatibor_District
Gmina_Luzino	isLocatedIn	Pomeranian_Voivodeship
University_of_Guelph	isLocatedIn	Ontario
Aligarh,_Uttar_Pradesh	isLocatedIn	India
Paarl	isLocatedIn	South_Africa
Regional_Municipality_of_Peel	isLocatedIn	Ontario
Daniel_Johnston	wasBornIn	Sacramento,_California
Daniel_Johnston	hasMusicalRole	wordnet_guitar_103467517
Daniel_Johnston	hasGender	male
Hebei	isLocatedIn	Shijiazhuang
Hebei	hasCapital	Shijiazhuang
Gmina_Wolsztyn	isLocatedIn	Greater_Poland_Voivodeship
Laoag	isLocatedIn	Luzon
Carthage,_Missouri	isLocatedIn	Jasper_County,_Missouri
VU_University_Amsterdam	isLocatedIn	Netherlands
Kuwait_City	isLocatedIn	Asia
Hans-Georg_Gadamer	influences	Julio_Cortázar
Hans-Georg_Gadamer	diedIn	Heidelberg
Hans-Georg_Gadamer	isInterestedIn	Philosophy_of_language
Hans-Georg_Gadamer	wasBornIn	Marburg
Hans-Georg_Gadamer	hasWonPrize	Order_of_Merit_of_the_Federal_Republic_of_Germany
Hans-Georg_Gadamer	hasGender	male
Fortaleza	isLocatedIn	Brazil
Uxbridge,_Massachusetts	isLocatedIn	Massachusetts
Felippe_Ximenes	wasBornIn	Rio_de_Janeiro
Felippe_Ximenes	isAffiliatedTo	SSV_Jahn_Regensburg
Felippe_Ximenes	playsFor	Albacete_Balompié
Pat_O'Toole_(footballer)	playsFor	Leicester_City_F.C.
Pat_O'Toole_(footballer)	isAffiliatedTo	Torquay_United_F.C.
Pat_O'Toole_(footballer)	wasBornIn	Dublin
Ritchie_Kitoko	playsFor	CD_Tenerife
Ritchie_Kitoko	isAffiliatedTo	Girona_FC
Brooke_Shields	isMarriedTo	Matt_Dillon
Brooke_Shields	actedIn	Freaked
Brooke_Shields	hasWonPrize	GLAAD_Media_Award
Brooke_Shields	graduatedFrom	Princeton_University
Brooke_Shields	wasBornIn	New_York_City
Brooke_Shields	hasGender	female
Giovanni_Sio	isAffiliatedTo	Real_Sociedad
Giovanni_Sio	playsFor	France_national_under-17_football_team
Giovanni_Sio	hasGender	male
Paul_Lamb_(footballer)	playsFor	Brackley_Town_F.C.
Paul_Lamb_(footballer)	wasBornIn	London
Paul_Lamb_(footballer)	isAffiliatedTo	Banbury_United_F.C.
Paul_Lamb_(footballer)	hasGender	male
Gene_Kelly	graduatedFrom	University_of_Pittsburgh
Gene_Kelly	actedIn	Sins_(TV_miniseries)
Gene_Kelly	wasBornIn	Pittsburgh
Gene_Kelly	isAffiliatedTo	Democratic_Party_(United_States)
Gene_Kelly	hasWonPrize	Emmy_Award
Gene_Kelly	hasGender	male
Theodore_Shapiro_(composer)	hasGender	male
Theodore_Shapiro_(composer)	wasBornIn	Washington,_D.C.
Theodore_Shapiro_(composer)	wroteMusicFor	Wet_Hot_American_Summer
Jülich	isLocatedIn	North_Rhine-Westphalia
Quảng_Bình_Province	isLocatedIn	North_Central_Coast
SV_Elversberg	isLocatedIn	Saarland
Gmina_Pruszcz	isLocatedIn	Świecie_County
GMA_Network,_Inc.	isLocatedIn	Quezon_City
GMA_Network,_Inc.	owns	GMA_Network
Barack_Obama	isLeaderOf	United_States
Barack_Obama	wasBornIn	Honolulu
Barack_Obama	hasWonPrize	Nobel_Peace_Prize
Barack_Obama	graduatedFrom	Harvard_Law_School
Barack_Obama	isAffiliatedTo	Democratic_Party_(United_States)
Barack_Obama	hasGender	male
Barack_Obama	livesIn	Chicago
Douala_International_Airport	isConnectedTo	Bangui_M'Poko_International_Airport
Pantin	isLocatedIn	Paris
Jacques_Perrin	wasBornIn	Paris
Jacques_Perrin	hasGender	male
Jacques_Perrin	hasWonPrize	Volpi_Cup
Stefano_Pioli	isAffiliatedTo	Calcio_Padova
Stefano_Pioli	hasGender	male
Stefano_Pioli	playsFor	Calcio_Padova
Stefano_Pioli	wasBornIn	Parma
University_of_South_Dakota	isLocatedIn	United_States
Leonel_Vielma	isAffiliatedTo	Independiente_Santa_Fe
Leonel_Vielma	playsFor	Deportivo_Táchira
Leonel_Vielma	hasGender	male
Leonel_Vielma	wasBornIn	Mérida,_Mérida
Guillem_Bauzà	isAffiliatedTo	Exeter_City_F.C.
Guillem_Bauzà	playsFor	Port_Talbot_Town_F.C.
Guillem_Bauzà	hasGender	male
Classical_Athens	hasCapital	Athens
Classical_Athens	isLocatedIn	Europe
Norman_Krasna	diedIn	Los_Angeles
Norman_Krasna	hasWonPrize	Academy_Award
Norman_Krasna	hasGender	male
Brescia	isLocatedIn	Lombardy
Francesco_Tavano	playsFor	A.S._Livorno_Calcio
Francesco_Tavano	isAffiliatedTo	A.S._Roma
Francesco_Tavano	hasGender	male
Francesco_Tavano	wasBornIn	Caserta
Sancti_Spíritus_Province	isLocatedIn	Cuba
Ibrahim_Said	hasGender	male
Ibrahim_Said	playsFor	Zamalek_SC
Ibrahim_Said	wasBornIn	Alexandria
Ibrahim_Said	isAffiliatedTo	Çaykur_Rizespor
Eitan_Azaria	isAffiliatedTo	Hapoel_Ironi_Acre_F.C.
Eitan_Azaria	playsFor	Hapoel_Ironi_Acre_F.C.
Eitan_Azaria	hasGender	male
Shirley_Walker	diedIn	Reno,_Nevada
Shirley_Walker	hasGender	female
David_Sedaris	wasBornIn	Binghamton,_New_York
David_Sedaris	isCitizenOf	United_States
David_Sedaris	hasGender	male
David_Sedaris	influences	Antonella_Gambotto-Burke
David_Sedaris	livesIn	England
David_Sedaris	hasWonPrize	Lambda_Literary_Award
Park_Gok-ji	hasGender	female
Southern_Methodist_University	isLocatedIn	Dallas
Zhejiang	isLocatedIn	Hangzhou
Zhejiang	hasCapital	Hangzhou
The_Human_League	hasWonPrize	Brit_Awards
Owen_Madden_(footballer)	playsFor	Republic_of_Ireland_national_football_team
Owen_Madden_(footballer)	hasGender	male
Owen_Madden_(footballer)	isAffiliatedTo	Cork_City_F.C.
Owen_Madden_(footballer)	diedIn	Cork_(city)
Owen_Madden_(footballer)	wasBornIn	Cork_(city)
Grindhouse_(film)	isLocatedIn	United_States
Gmina_Stara_Błotnica	isLocatedIn	Białobrzegi_County
Shane_Smeltz	playsFor	New_Zealand_national_football_team
Shane_Smeltz	isAffiliatedTo	Halifax_Town_A.F.C.
Shane_Smeltz	hasGender	male
TED_Ankara_Kolejliler	isLocatedIn	Ankara
Mannheim_Steamroller	hasGender	male
Gmina_Skierbieszów	isLocatedIn	Lublin_Voivodeship
Freiburg_im_Breisgau	isLocatedIn	Germany
Iván_Rocha	isAffiliatedTo	RCD_Mallorca
Iván_Rocha	playsFor	União_São_João_Esporte_Clube
Iván_Rocha	wasBornIn	São_Paulo
Iván_Rocha	hasGender	male
Stuart_Thurgood	isAffiliatedTo	England_national_football_C_team
Stuart_Thurgood	playsFor	Southend_United_F.C.
Stuart_Thurgood	hasGender	male
Tales_from_the_Crypt_(TV_series)	isLocatedIn	United_States
Stewart_Greacen	isAffiliatedTo	Stenhousemuir_F.C.
Stewart_Greacen	playsFor	Queen_of_the_South_F.C.
Stewart_Greacen	hasGender	male
Calvados	hasCapital	Caen
Calvados	isLocatedIn	Caen
Indonesia	dealsWith	India
Indonesia	imports	wordnet_chemical_114806838
Indonesia	isLocatedIn	Asia
Indonesia	participatedIn	International_Force_for_East_Timor
Indonesia	hasNeighbor	Papua_New_Guinea
Indonesia	owns	PSIS_Semarang
Indonesia	hasCapital	Jakarta
Indonesia	exports	wordnet_fabric_103309808
Lebanon,_Pennsylvania	isLocatedIn	Pennsylvania
Hikaru_Utada	wasBornIn	New_York_City
Hikaru_Utada	hasMusicalRole	wordnet_piano_103928116
Hikaru_Utada	hasWonPrize	World_Music_Awards
Westmoreland_County,_Pennsylvania	isLocatedIn	Pennsylvania
Nancy_Sinatra	wasBornIn	Jersey_City
Nancy_Sinatra	hasGender	female
Nancy_Sinatra	hasMusicalRole	wordnet_vocal_music_107282006
Lincoln_County,_New_Mexico	isLocatedIn	South_Carolina
Victor_Agali	playsFor	F.C._Hansa_Rostock
Victor_Agali	isAffiliatedTo	Nigeria_national_football_team
Victor_Agali	hasGender	male
Victor_Agali	wasBornIn	Lagos
Prilep_Municipality	isLocatedIn	Republic_of_Macedonia
Malta_International_Airport	isConnectedTo	Turin_Airport
Paolo_Hernán_Dellafiore	playsFor	A.C._Cesena
Paolo_Hernán_Dellafiore	wasBornIn	Buenos_Aires
Paolo_Hernán_Dellafiore	isAffiliatedTo	Parma_F.C.
Paolo_Hernán_Dellafiore	hasGender	male
Kingston_upon_Thames	isLocatedIn	England
Gabriel_Heinze	isAffiliatedTo	Argentina_national_football_team
Gabriel_Heinze	playsFor	Newell's_Old_Boys
Gabriel_Heinze	hasGender	male
Dermival_Almeida_Lima	isAffiliatedTo	Santos_FC
Dermival_Almeida_Lima	playsFor	Guarani_Futebol_Clube
Dermival_Almeida_Lima	hasGender	male
Tomislav_Bušić	playsFor	Croatia_national_under-17_football_team
Tomislav_Bušić	isAffiliatedTo	Maccabi_Petah_Tikva_F.C.
Tomislav_Bušić	hasGender	male
Tomislav_Bušić	wasBornIn	Split,_Croatia
Stéphane_Porato	wasBornIn	Colombes
Stéphane_Porato	isAffiliatedTo	US_Créteil-Lusitanos
Stéphane_Porato	playsFor	Xerez_CD
Stéphane_Porato	hasGender	male
J._M._Barrie	isCitizenOf	United_Kingdom
J._M._Barrie	hasGender	male
J._M._Barrie	influences	Donna_Tartt
Mao_Zedong	playsFor	Wales_national_football_team
Mao_Zedong	influences	Jean-Paul_Sartre
Mao_Zedong	isAffiliatedTo	Communist_Party_of_China
Mao_Zedong	isPoliticianOf	China
Mao_Zedong	hasGender	male
Mao_Zedong	diedIn	Beijing
Yorktown,_Virginia	isLocatedIn	United_States
Republic_of_Macedonia	participatedIn	War_in_Afghanistan_(2001–present)
Republic_of_Macedonia	dealsWith	China
Republic_of_Macedonia	imports	wordnet_foodstuff_107566340
Republic_of_Macedonia	hasCapital	Skopje
Republic_of_Macedonia	exports	wordnet_food_100021265
Republic_of_Macedonia	owns	Sport_Klub
Republic_of_Macedonia	isLocatedIn	Europe
Vjatšeslav_Zahovaiko	playsFor	Kuwait_SC
Vjatšeslav_Zahovaiko	isAffiliatedTo	Kuwait_SC
Vjatšeslav_Zahovaiko	hasGender	male
Bridgeport,_Connecticut	isLocatedIn	Connecticut
Boston,_Lincolnshire	isLocatedIn	Lincolnshire
Darmstadt_Government_Region	isLocatedIn	Darmstadt
Kalyanji_Anandji	hasWonPrize	Filmfare_Awards
Anita_Mui	hasGender	female
Anita_Mui	wasBornIn	Hong_Kong
Anita_Mui	influences	Eason_Chan
Anita_Mui	actedIn	The_Banquet_(1991_film)
Anita_Mui	diedIn	Hong_Kong
Dorud_County	isLocatedIn	Iran
Szeto_Man_Chun	playsFor	Happy_Valley_AA
Szeto_Man_Chun	isAffiliatedTo	Eastern_AA
Szeto_Man_Chun	wasBornIn	Hong_Kong
Szeto_Man_Chun	hasGender	male
Smolensk	isLocatedIn	Smolensk_Oblast
Smolensk	hasWonPrize	Order_of_Lenin
Mahallat_County	isLocatedIn	Iran
Emanuele_Belardi	playsFor	U.S._Grosseto_F.C.
Emanuele_Belardi	isAffiliatedTo	Modena_F.C.
Emanuele_Belardi	hasGender	male
Elias_Koteas	wasBornIn	Montreal
Elias_Koteas	actedIn	Teenage_Mutant_Ninja_Turtles_(film_series)
Elias_Koteas	hasGender	male
Elias_Koteas	hasWonPrize	Genie_Awards
Natchez,_Mississippi	isLocatedIn	United_States
Ida_Lupino	graduatedFrom	Royal_Academy_of_Dramatic_Art
Ida_Lupino	isMarriedTo	Louis_Hayward
Ida_Lupino	hasGender	female
Ida_Lupino	diedIn	Los_Angeles
Posavina	isLocatedIn	Croatia
Louisville_International_Airport	isLocatedIn	Louisville
Alison_Krauss	hasMusicalRole	wordnet_violin_104536866
Alison_Krauss	hasGender	female
Alison_Krauss	hasWonPrize	Grammy_Award
Alison_Krauss	wasBornIn	Decatur,_Illinois
José_Zalazar	isAffiliatedTo	R.C.D._Espanyol_de_Barcelona
José_Zalazar	playsFor	Uruguay_national_football_team
José_Zalazar	wasBornIn	Montevideo
Hamilton_County,_Iowa	isLocatedIn	Iowa
